timestamp|uid|name|gender|email|phone|dept|grade|language|region|role|preferTags|obtainedCredits
506328859033|33|user33|male|email33|phone33|dept8|grade4|zh|Beijing|role1|tags37|37
506328859034|34|user34|male|email34|phone34|dept8|grade3|zh|Beijing|role2|tags8|99
506328859035|35|user35|female|email35|phone35|dept18|grade3|zh|Hong Kong|role1|tags27|46
506328859036|36|user36|female|email36|phone36|dept2|grade3|zh|Beijing|role1|tags23|93
506328859037|37|user37|female|email37|phone37|dept6|grade3|en|Beijing|role1|tags1|9
506328859038|38|user38|male|email38|phone38|dept17|grade3|en|Hong Kong|role2|tags6|38
506328859039|39|user39|male|email39|phone39|dept10|grade4|zh|Beijing|role1|tags16|95
506328859040|40|user40|male|email40|phone40|dept17|grade1|zh|Beijing|role0|tags42|65
506328859041|41|user41|male|email41|phone41|dept14|grade3|zh|Beijing|role0|tags10|25
506328859042|42|user42|male|email42|phone42|dept0|grade2|en|Beijing|role0|tags37|43
506328859043|43|user43|male|email43|phone43|dept12|grade1|en|Hong Kong|role0|tags1|86
506328859044|44|user44|female|email44|phone44|dept18|grade3|zh|Beijing|role0|tags21|36
506328859045|45|user45|male|email45|phone45|dept14|grade3|zh|Hong Kong|role0|tags33|20
506328859046|46|user46|male|email46|phone46|dept16|grade1|zh|Beijing|role1|tags3|62
506328859047|47|user47|female|email47|phone47|dept4|grade2|zh|Beijing|role2|tags0|83
506328859048|48|user48|male|email48|phone48|dept6|grade1|zh|Beijing|role2|tags5|48
506328859049|49|user49|female|email49|phone49|dept1|grade2|zh|Hong Kong|role1|tags7|53
506328859050|50|user50|male|email50|phone50|dept10|grade2|zh|Hong Kong|role0|tags22|74
506328859051|51|user51|male|email51|phone51|dept3|grade4|zh|Beijing|role2|tags7|15
506328859052|52|user52|female|email52|phone52|dept0|grade3|zh|Beijing|role1|tags36|84
506328859053|53|user53|female|email53|phone53|dept0|grade2|zh|Beijing|role0|tags40|85
506328859054|54|user54|female|email54|phone54|dept12|grade3|zh|Beijing|role2|tags3|95
506328859055|55|user55|female|email55|phone55|dept19|grade2|en|Hong Kong|role0|tags12|27
506328859056|56|user56|male|email56|phone56|dept8|grade4|zh|Beijing|role2|tags14|82
506328859057|57|user57|male|email57|phone57|dept17|grade3|zh|Beijing|role1|tags39|88
506328859058|58|user58|male|email58|phone58|dept3|grade4|en|Beijing|role2|tags39|98
506328859059|59|user59|male|email59|phone59|dept4|grade3|zh|Beijing|role2|tags3|65
506328859060|60|user60|male|email60|phone60|dept2|grade4|zh|Beijing|role2|tags38|51
506328859061|61|user61|male|email61|phone61|dept7|grade2|zh|Beijing|role1|tags26|14
506328859062|62|user62|male|email62|phone62|dept4|grade2|zh|Beijing|role1|tags7|75
506328859063|63|user63|male|email63|phone63|dept13|grade3|zh|Hong Kong|role1|tags24|52
506328859064|64|user64|male|email64|phone64|dept18|grade3|zh|Hong Kong|role1|tags1|69
506328859065|65|user65|male|email65|phone65|dept1|grade3|zh|Hong Kong|role2|tags42|63
506328859066|66|user66|female|email66|phone66|dept3|grade4|zh|Hong Kong|role0|tags4|37
506328859067|67|user67|female|email67|phone67|dept13|grade2|zh|Hong Kong|role2|tags10|11
506328859068|68|user68|female|email68|phone68|dept12|grade4|zh|Hong Kong|role0|tags12|13
506328859069|69|user69|male|email69|phone69|dept5|grade2|zh|Beijing|role2|tags43|13
506328859070|70|user70|male|email70|phone70|dept16|grade1|zh|Beijing|role2|tags3|11
506328859071|71|user71|male|email71|phone71|dept9|grade1|zh|Beijing|role0|tags30|73
506328859072|72|user72|male|email72|phone72|dept5|grade4|en|Hong Kong|role1|tags28|62
506328859073|73|user73|female|email73|phone73|dept8|grade3|zh|Hong Kong|role1|tags12|54
506328859074|74|user74|female|email74|phone74|dept13|grade3|zh|Beijing|role0|tags1|17
506328859075|75|user75|female|email75|phone75|dept14|grade3|en|Beijing|role0|tags27|50
506328859076|76|user76|female|email76|phone76|dept16|grade4|zh|Hong Kong|role0|tags28|50
506328859077|77|user77|male|email77|phone77|dept4|grade1|zh|Beijing|role2|tags36|46
506328859078|78|user78|male|email78|phone78|dept8|grade2|zh|Hong Kong|role0|tags36|18
506328859079|79|user79|male|email79|phone79|dept19|grade4|zh|Hong Kong|role0|tags12|0
506328859080|80|user80|male|email80|phone80|dept5|grade2|zh|Beijing|role0|tags44|9
506328859081|81|user81|female|email81|phone81|dept6|grade4|zh|Beijing|role0|tags22|32
506328859082|82|user82|male|email82|phone82|dept18|grade1|zh|Hong Kong|role1|tags0|42
506328859083|83|user83|male|email83|phone83|dept6|grade2|zh|Beijing|role0|tags19|52
506328859084|84|user84|female|email84|phone84|dept3|grade4|zh|Hong Kong|role2|tags38|86
506328859085|85|user85|female|email85|phone85|dept10|grade2|zh|Beijing|role0|tags26|38
506328859086|86|user86|female|email86|phone86|dept4|grade1|en|Beijing|role1|tags32|91
506328859087|87|user87|male|email87|phone87|dept14|grade3|zh|Hong Kong|role2|tags25|28
506328859088|88|user88|male|email88|phone88|dept3|grade4|zh|Beijing|role1|tags9|84
506328859089|89|user89|male|email89|phone89|dept13|grade3|zh|Beijing|role0|tags23|91
506328859090|90|user90|male|email90|phone90|dept7|grade3|zh|Hong Kong|role2|tags22|63
506328859091|91|user91|male|email91|phone91|dept2|grade4|en|Hong Kong|role2|tags0|54
506328859092|92|user92|male|email92|phone92|dept16|grade1|zh|Beijing|role0|tags44|58
506328859093|93|user93|male|email93|phone93|dept1|grade1|en|Hong Kong|role0|tags13|66
506328859094|94|user94|female|email94|phone94|dept2|grade4|zh|Beijing|role1|tags7|94
506328859095|95|user95|male|email95|phone95|dept16|grade4|zh|Hong Kong|role2|tags0|54
506328859096|96|user96|female|email96|phone96|dept15|grade3|zh|Beijing|role1|tags27|17
506328859097|97|user97|male|email97|phone97|dept14|grade1|zh|Beijing|role0|tags38|31
506328859098|98|user98|male|email98|phone98|dept8|grade2|zh|Beijing|role1|tags48|19
506328859099|99|user99|male|email99|phone99|dept0|grade2|zh|Beijing|role2|tags27|16
506328859100|100|user100|male|email100|phone100|dept4|grade3|en|Hong Kong|role2|tags17|85
506328859101|101|user101|male|email101|phone101|dept9|grade3|en|Beijing|role2|tags34|43
506328859102|102|user102|male|email102|phone102|dept7|grade4|en|Beijing|role1|tags15|99
506328859103|103|user103|male|email103|phone103|dept3|grade3|zh|Beijing|role1|tags43|35
506328859104|104|user104|female|email104|phone104|dept11|grade4|zh|Beijing|role0|tags1|74
506328859105|105|user105|male|email105|phone105|dept10|grade4|zh|Hong Kong|role1|tags2|75
506328859106|106|user106|female|email106|phone106|dept18|grade1|en|Beijing|role2|tags39|52
506328859107|107|user107|female|email107|phone107|dept7|grade2|zh|Hong Kong|role2|tags19|2
506328859108|108|user108|female|email108|phone108|dept12|grade3|en|Hong Kong|role1|tags6|18
506328859109|109|user109|male|email109|phone109|dept2|grade3|zh|Beijing|role1|tags46|35
506328859110|110|user110|male|email110|phone110|dept6|grade4|zh|Beijing|role0|tags16|56
506328859111|111|user111|male|email111|phone111|dept11|grade4|zh|Hong Kong|role0|tags18|92
506328859112|112|user112|male|email112|phone112|dept15|grade1|zh|Beijing|role2|tags36|12
506328859113|113|user113|female|email113|phone113|dept4|grade4|zh|Beijing|role0|tags28|13
506328859114|114|user114|male|email114|phone114|dept9|grade4|zh|Hong Kong|role1|tags10|24
506328859115|115|user115|male|email115|phone115|dept18|grade3|zh|Beijing|role0|tags25|51
506328859116|116|user116|male|email116|phone116|dept4|grade4|zh|Hong Kong|role0|tags17|40
506328859117|117|user117|male|email117|phone117|dept17|grade4|zh|Beijing|role0|tags40|78
506328859118|118|user118|male|email118|phone118|dept10|grade4|zh|Beijing|role2|tags11|26
506328859119|119|user119|female|email119|phone119|dept3|grade4|zh|Beijing|role1|tags16|30
506328859120|120|user120|male|email120|phone120|dept19|grade4|zh|Hong Kong|role2|tags30|34
506328859121|121|user121|male|email121|phone121|dept13|grade3|zh|Beijing|role0|tags24|83
506328859122|122|user122|male|email122|phone122|dept17|grade3|en|Beijing|role0|tags2|38
506328859123|123|user123|female|email123|phone123|dept8|grade2|zh|Hong Kong|role0|tags13|13
506328859124|124|user124|female|email124|phone124|dept19|grade4|zh|Hong Kong|role1|tags23|57
506328859125|125|user125|female|email125|phone125|dept15|grade1|zh|Beijing|role0|tags19|59
506328859126|126|user126|male|email126|phone126|dept8|grade2|zh|Beijing|role2|tags8|51
506328859127|127|user127|male|email127|phone127|dept0|grade1|zh|Beijing|role1|tags38|76
506328859128|128|user128|male|email128|phone128|dept4|grade1|zh|Hong Kong|role2|tags14|16
506328859129|129|user129|female|email129|phone129|dept4|grade2|zh|Beijing|role0|tags13|76
506328859130|130|user130|male|email130|phone130|dept10|grade1|en|Beijing|role2|tags22|52
506328859131|131|user131|male|email131|phone131|dept6|grade1|en|Hong Kong|role0|tags49|2
506328859132|132|user132|male|email132|phone132|dept15|grade4|en|Hong Kong|role1|tags47|39
506328859133|133|user133|male|email133|phone133|dept14|grade1|zh|Beijing|role0|tags45|61
506328859134|134|user134|male|email134|phone134|dept2|grade4|en|Beijing|role1|tags33|11
506328859135|135|user135|male|email135|phone135|dept4|grade2|zh|Beijing|role1|tags10|91
506328859136|136|user136|male|email136|phone136|dept15|grade2|zh|Beijing|role0|tags18|34
506328859137|137|user137|male|email137|phone137|dept6|grade2|zh|Hong Kong|role0|tags4|32
506328859138|138|user138|female|email138|phone138|dept16|grade4|en|Hong Kong|role1|tags32|45
506328859139|139|user139|female|email139|phone139|dept6|grade3|zh|Beijing|role2|tags49|23
506328859140|140|user140|female|email140|phone140|dept13|grade1|zh|Hong Kong|role0|tags7|36
506328859141|141|user141|male|email141|phone141|dept8|grade3|zh|Hong Kong|role0|tags31|4
506328859142|142|user142|male|email142|phone142|dept7|grade4|zh|Beijing|role0|tags38|11
506328859143|143|user143|male|email143|phone143|dept12|grade4|zh|Hong Kong|role2|tags39|14
506328859144|144|user144|male|email144|phone144|dept18|grade1|zh|Beijing|role0|tags11|18
506328859145|145|user145|female|email145|phone145|dept19|grade1|zh|Hong Kong|role0|tags9|46
506328859146|146|user146|male|email146|phone146|dept2|grade2|zh|Beijing|role0|tags33|29
506328859147|147|user147|male|email147|phone147|dept6|grade2|zh|Beijing|role0|tags14|82
506328859148|148|user148|male|email148|phone148|dept3|grade4|zh|Hong Kong|role0|tags23|99
506328859149|149|user149|female|email149|phone149|dept4|grade3|zh|Beijing|role1|tags12|8
506328859150|150|user150|male|email150|phone150|dept2|grade2|zh|Beijing|role0|tags23|13
506328859151|151|user151|female|email151|phone151|dept18|grade1|zh|Beijing|role1|tags11|29
506328859152|152|user152|male|email152|phone152|dept3|grade2|en|Beijing|role2|tags15|3
506328859153|153|user153|female|email153|phone153|dept10|grade1|zh|Beijing|role0|tags27|23
506328859154|154|user154|female|email154|phone154|dept11|grade3|zh|Beijing|role1|tags35|64
506328859155|155|user155|female|email155|phone155|dept6|grade2|zh|Beijing|role1|tags14|35
506328859156|156|user156|female|email156|phone156|dept11|grade1|en|Hong Kong|role1|tags7|60
506328859157|157|user157|male|email157|phone157|dept11|grade1|zh|Beijing|role2|tags40|75
506328859158|158|user158|male|email158|phone158|dept5|grade2|zh|Hong Kong|role0|tags16|56
506328859159|159|user159|male|email159|phone159|dept18|grade1|en|Hong Kong|role2|tags0|83
506328859160|160|user160|male|email160|phone160|dept5|grade3|en|Hong Kong|role0|tags33|6
506328859161|161|user161|male|email161|phone161|dept3|grade1|zh|Hong Kong|role2|tags41|46
506328859162|162|user162|male|email162|phone162|dept4|grade1|en|Beijing|role2|tags5|81
506328859163|163|user163|female|email163|phone163|dept2|grade4|zh|Hong Kong|role1|tags41|77
506328859164|164|user164|male|email164|phone164|dept6|grade4|zh|Beijing|role2|tags10|42
506328859165|165|user165|male|email165|phone165|dept18|grade4|en|Beijing|role0|tags2|68
506328859166|166|user166|female|email166|phone166|dept2|grade4|zh|Beijing|role0|tags1|49
506328859167|167|user167|male|email167|phone167|dept14|grade1|en|Hong Kong|role2|tags31|88
506328859168|168|user168|male|email168|phone168|dept19|grade1|zh|Beijing|role2|tags24|81
506328859169|169|user169|male|email169|phone169|dept15|grade1|zh|Beijing|role0|tags21|16
506328859170|170|user170|male|email170|phone170|dept5|grade3|zh|Hong Kong|role2|tags36|27
506328859171|171|user171|male|email171|phone171|dept18|grade4|en|Beijing|role1|tags45|2
506328859172|172|user172|male|email172|phone172|dept7|grade2|en|Beijing|role1|tags24|77
506328859173|173|user173|male|email173|phone173|dept19|grade1|zh|Beijing|role2|tags48|17
506328859174|174|user174|male|email174|phone174|dept13|grade4|zh|Beijing|role1|tags43|36
506328859175|175|user175|male|email175|phone175|dept6|grade2|en|Hong Kong|role2|tags41|77
506328859176|176|user176|male|email176|phone176|dept12|grade4|zh|Hong Kong|role2|tags14|42
506328859177|177|user177|male|email177|phone177|dept15|grade4|zh|Beijing|role2|tags38|7
506328859178|178|user178|female|email178|phone178|dept19|grade4|zh|Beijing|role0|tags37|6
506328859179|179|user179|female|email179|phone179|dept2|grade2|zh|Hong Kong|role1|tags43|5
506328859180|180|user180|male|email180|phone180|dept17|grade3|en|Hong Kong|role0|tags7|18
506328859181|181|user181|male|email181|phone181|dept6|grade2|zh|Beijing|role2|tags43|42
506328859182|182|user182|male|email182|phone182|dept7|grade2|zh|Beijing|role2|tags35|37
506328859183|183|user183|male|email183|phone183|dept10|grade1|zh|Beijing|role2|tags26|12
506328859184|184|user184|female|email184|phone184|dept7|grade4|en|Beijing|role2|tags39|59
506328859185|185|user185|female|email185|phone185|dept6|grade1|zh|Beijing|role1|tags28|91
506328859186|186|user186|male|email186|phone186|dept19|grade2|en|Beijing|role2|tags10|37
506328859187|187|user187|male|email187|phone187|dept4|grade4|en|Hong Kong|role1|tags19|2
506328859188|188|user188|female|email188|phone188|dept15|grade2|zh|Hong Kong|role1|tags3|42
506328859189|189|user189|male|email189|phone189|dept4|grade4|en|Hong Kong|role0|tags24|96
506328859190|190|user190|male|email190|phone190|dept8|grade4|zh|Hong Kong|role2|tags11|64
506328859191|191|user191|male|email191|phone191|dept5|grade4|en|Beijing|role2|tags31|27
506328859192|192|user192|male|email192|phone192|dept12|grade3|en|Beijing|role1|tags40|40
506328859193|193|user193|female|email193|phone193|dept7|grade3|zh|Hong Kong|role1|tags25|68
506328859194|194|user194|male|email194|phone194|dept6|grade3|en|Beijing|role1|tags39|92
506328859195|195|user195|male|email195|phone195|dept17|grade3|zh|Hong Kong|role1|tags38|58
506328859196|196|user196|female|email196|phone196|dept1|grade1|zh|Hong Kong|role2|tags8|69
506328859197|197|user197|male|email197|phone197|dept4|grade4|zh|Beijing|role2|tags2|21
506328859198|198|user198|male|email198|phone198|dept9|grade4|zh|Hong Kong|role2|tags42|17
506328859199|199|user199|male|email199|phone199|dept2|grade1|zh|Beijing|role1|tags16|14
506328859200|200|user200|male|email200|phone200|dept3|grade1|zh|Beijing|role1|tags18|47
506328859201|201|user201|male|email201|phone201|dept15|grade2|zh|Beijing|role1|tags5|71
506328859202|202|user202|male|email202|phone202|dept1|grade1|zh|Beijing|role1|tags41|80
506328859203|203|user203|male|email203|phone203|dept0|grade3|zh|Beijing|role0|tags23|93
506328859204|204|user204|female|email204|phone204|dept13|grade2|zh|Hong Kong|role2|tags20|41
506328859205|205|user205|male|email205|phone205|dept8|grade1|zh|Hong Kong|role2|tags37|25
506328859206|206|user206|female|email206|phone206|dept7|grade4|zh|Beijing|role1|tags0|59
506328859207|207|user207|male|email207|phone207|dept6|grade1|zh|Beijing|role0|tags22|58
506328859208|208|user208|male|email208|phone208|dept0|grade1|en|Beijing|role1|tags23|94
506328859209|209|user209|female|email209|phone209|dept16|grade1|zh|Beijing|role0|tags36|75
506328859210|210|user210|female|email210|phone210|dept7|grade2|zh|Hong Kong|role2|tags33|22
506328859211|211|user211|female|email211|phone211|dept11|grade3|zh|Hong Kong|role2|tags34|46
506328859212|212|user212|female|email212|phone212|dept8|grade2|en|Hong Kong|role2|tags14|48
506328859213|213|user213|male|email213|phone213|dept8|grade2|zh|Beijing|role1|tags27|42
506328859214|214|user214|male|email214|phone214|dept14|grade3|en|Hong Kong|role0|tags28|28
506328859215|215|user215|male|email215|phone215|dept14|grade3|en|Beijing|role0|tags0|49
506328859216|216|user216|male|email216|phone216|dept6|grade3|en|Beijing|role2|tags6|44
506328859217|217|user217|male|email217|phone217|dept16|grade2|en|Hong Kong|role0|tags4|51
506328859218|218|user218|male|email218|phone218|dept9|grade4|en|Beijing|role1|tags16|92
506328859219|219|user219|male|email219|phone219|dept15|grade1|zh|Hong Kong|role1|tags27|58
506328859220|220|user220|female|email220|phone220|dept19|grade2|zh|Beijing|role1|tags4|27
506328859221|221|user221|female|email221|phone221|dept7|grade1|zh|Beijing|role0|tags10|75
506328859222|222|user222|female|email222|phone222|dept1|grade1|zh|Hong Kong|role0|tags34|4
506328859223|223|user223|male|email223|phone223|dept2|grade2|zh|Hong Kong|role1|tags42|64
506328859224|224|user224|male|email224|phone224|dept13|grade3|en|Beijing|role1|tags49|48
506328859225|225|user225|male|email225|phone225|dept14|grade4|zh|Beijing|role0|tags15|98
506328859226|226|user226|female|email226|phone226|dept16|grade2|zh|Beijing|role1|tags27|49
506328859227|227|user227|male|email227|phone227|dept5|grade2|zh|Hong Kong|role0|tags15|27
506328859228|228|user228|male|email228|phone228|dept18|grade2|zh|Beijing|role2|tags22|44
506328859229|229|user229|male|email229|phone229|dept5|grade4|zh|Hong Kong|role0|tags33|37
506328859230|230|user230|female|email230|phone230|dept15|grade1|zh|Beijing|role1|tags8|67
506328859231|231|user231|male|email231|phone231|dept1|grade1|en|Beijing|role0|tags9|67
506328859232|232|user232|male|email232|phone232|dept14|grade2|zh|Beijing|role1|tags4|92
506328859233|233|user233|male|email233|phone233|dept3|grade4|zh|Beijing|role0|tags28|23
506328859234|234|user234|female|email234|phone234|dept6|grade1|zh|Beijing|role0|tags25|3
506328859235|235|user235|male|email235|phone235|dept15|grade2|zh|Beijing|role0|tags44|40
506328859236|236|user236|female|email236|phone236|dept3|grade4|zh|Hong Kong|role0|tags23|45
506328859237|237|user237|male|email237|phone237|dept16|grade2|zh|Beijing|role1|tags20|30
506328859238|238|user238|male|email238|phone238|dept4|grade3|zh|Beijing|role1|tags45|66
506328859239|239|user239|male|email239|phone239|dept7|grade2|zh|Hong Kong|role2|tags30|64
506328859240|240|user240|female|email240|phone240|dept15|grade4|en|Beijing|role2|tags6|84
506328859241|241|user241|male|email241|phone241|dept18|grade3|zh|Beijing|role2|tags32|2
506328859242|242|user242|male|email242|phone242|dept11|grade4|zh|Hong Kong|role0|tags1|19
506328859243|243|user243|female|email243|phone243|dept9|grade3|zh|Beijing|role2|tags3|80
506328859244|244|user244|male|email244|phone244|dept4|grade4|zh|Hong Kong|role1|tags32|28
506328859245|245|user245|female|email245|phone245|dept11|grade2|en|Hong Kong|role0|tags37|79
506328859246|246|user246|male|email246|phone246|dept0|grade4|zh|Hong Kong|role1|tags26|99
506328859247|247|user247|male|email247|phone247|dept9|grade3|zh|Hong Kong|role1|tags42|94
506328859248|248|user248|male|email248|phone248|dept16|grade2|zh|Hong Kong|role1|tags23|63
506328859249|249|user249|female|email249|phone249|dept2|grade4|zh|Beijing|role1|tags47|56
506328859250|250|user250|male|email250|phone250|dept9|grade4|zh|Beijing|role1|tags33|76
506328859251|251|user251|female|email251|phone251|dept13|grade4|zh|Beijing|role2|tags39|67
506328859252|252|user252|male|email252|phone252|dept6|grade1|zh|Beijing|role0|tags36|32
506328859253|253|user253|male|email253|phone253|dept3|grade1|zh|Hong Kong|role0|tags5|72
506328859254|254|user254|female|email254|phone254|dept11|grade2|zh|Beijing|role0|tags25|27
506328859255|255|user255|female|email255|phone255|dept19|grade3|zh|Beijing|role0|tags1|4
506328859256|256|user256|male|email256|phone256|dept6|grade2|en|Beijing|role1|tags34|91
506328859257|257|user257|male|email257|phone257|dept2|grade3|zh|Beijing|role2|tags10|23
506328859258|258|user258|male|email258|phone258|dept7|grade1|zh|Beijing|role0|tags24|67
506328859259|259|user259|male|email259|phone259|dept2|grade1|zh|Beijing|role1|tags30|3
506328859260|260|user260|female|email260|phone260|dept6|grade4|zh|Beijing|role1|tags34|70
506328859261|261|user261|male|email261|phone261|dept8|grade1|zh|Beijing|role1|tags31|3
506328859262|262|user262|male|email262|phone262|dept12|grade1|zh|Beijing|role2|tags38|8
506328859263|263|user263|female|email263|phone263|dept9|grade2|en|Beijing|role1|tags7|4
506328859264|264|user264|male|email264|phone264|dept10|grade3|zh|Hong Kong|role1|tags37|24
506328859265|265|user265|female|email265|phone265|dept13|grade4|zh|Hong Kong|role2|tags10|77
506328859266|266|user266|male|email266|phone266|dept0|grade2|zh|Hong Kong|role1|tags6|91
506328859267|267|user267|female|email267|phone267|dept18|grade3|en|Beijing|role1|tags4|38
506328859268|268|user268|male|email268|phone268|dept16|grade3|zh|Beijing|role2|tags7|76
506328859269|269|user269|male|email269|phone269|dept9|grade3|zh|Beijing|role1|tags33|56
506328859270|270|user270|female|email270|phone270|dept9|grade2|zh|Beijing|role0|tags26|11
506328859271|271|user271|male|email271|phone271|dept9|grade2|zh|Hong Kong|role0|tags49|48
506328859272|272|user272|female|email272|phone272|dept9|grade3|zh|Beijing|role1|tags3|64
506328859273|273|user273|male|email273|phone273|dept19|grade1|zh|Hong Kong|role1|tags23|80
506328859274|274|user274|male|email274|phone274|dept18|grade2|zh|Hong Kong|role1|tags18|44
506328859275|275|user275|female|email275|phone275|dept5|grade3|en|Beijing|role2|tags48|57
506328859276|276|user276|male|email276|phone276|dept15|grade4|zh|Beijing|role1|tags28|34
506328859277|277|user277|male|email277|phone277|dept15|grade1|zh|Beijing|role2|tags32|87
506328859278|278|user278|female|email278|phone278|dept12|grade1|zh|Beijing|role2|tags5|16
506328859279|279|user279|female|email279|phone279|dept6|grade2|zh|Hong Kong|role1|tags3|12
506328859280|280|user280|male|email280|phone280|dept0|grade1|zh|Beijing|role0|tags37|47
506328859281|281|user281|male|email281|phone281|dept6|grade2|zh|Hong Kong|role1|tags42|70
506328859282|282|user282|female|email282|phone282|dept14|grade2|zh|Beijing|role2|tags37|89
506328859283|283|user283|female|email283|phone283|dept12|grade3|zh|Beijing|role0|tags29|80
506328859284|284|user284|female|email284|phone284|dept19|grade3|zh|Beijing|role0|tags35|41
506328859285|285|user285|male|email285|phone285|dept4|grade1|en|Beijing|role0|tags30|64
506328859286|286|user286|male|email286|phone286|dept10|grade2|zh|Beijing|role1|tags21|20
506328859287|287|user287|female|email287|phone287|dept15|grade3|zh|Beijing|role0|tags13|15
506328859288|288|user288|male|email288|phone288|dept4|grade3|zh|Beijing|role2|tags11|55
506328859289|289|user289|male|email289|phone289|dept5|grade1|zh|Beijing|role1|tags32|12
506328859290|290|user290|male|email290|phone290|dept17|grade2|zh|Hong Kong|role0|tags1|83
506328859291|291|user291|male|email291|phone291|dept14|grade2|zh|Beijing|role1|tags28|30
506328859292|292|user292|male|email292|phone292|dept19|grade2|zh|Beijing|role0|tags10|9
506328859293|293|user293|female|email293|phone293|dept6|grade2|zh|Beijing|role2|tags36|3
506328859294|294|user294|male|email294|phone294|dept4|grade2|zh|Beijing|role2|tags43|43
506328859295|295|user295|female|email295|phone295|dept18|grade4|zh|Beijing|role1|tags10|69
506328859296|296|user296|male|email296|phone296|dept1|grade2|zh|Beijing|role1|tags25|27
506328859297|297|user297|male|email297|phone297|dept1|grade1|zh|Hong Kong|role2|tags40|62
506328859298|298|user298|female|email298|phone298|dept13|grade2|en|Beijing|role0|tags23|43
506328859299|299|user299|female|email299|phone299|dept8|grade3|zh|Beijing|role0|tags11|87
506328859300|300|user300|male|email300|phone300|dept9|grade4|zh|Beijing|role0|tags48|85
506328859301|301|user301|male|email301|phone301|dept1|grade2|en|Beijing|role1|tags47|49
506328859302|302|user302|male|email302|phone302|dept19|grade2|zh|Hong Kong|role0|tags19|87
506328859303|303|user303|male|email303|phone303|dept13|grade3|en|Hong Kong|role1|tags41|97
506328859304|304|user304|female|email304|phone304|dept13|grade1|zh|Beijing|role1|tags29|64
506328859305|305|user305|male|email305|phone305|dept13|grade4|zh|Hong Kong|role1|tags1|5
506328859306|306|user306|male|email306|phone306|dept15|grade3|en|Beijing|role0|tags42|7
506328859307|307|user307|male|email307|phone307|dept18|grade4|en|Beijing|role0|tags34|41
506328859308|308|user308|male|email308|phone308|dept17|grade1|zh|Beijing|role0|tags16|66
506328859309|309|user309|male|email309|phone309|dept15|grade1|zh|Beijing|role1|tags25|84
506328859310|310|user310|female|email310|phone310|dept19|grade1|zh|Hong Kong|role0|tags38|31
506328859311|311|user311|female|email311|phone311|dept4|grade4|zh|Hong Kong|role1|tags33|60
